,0
16315,Databricks
16316,Data FactoryGCP
16317,DataFlow
16318,GCS
16319,BigQuery
16320,Dataproc
16321,Cloud Composer
16322,Python
16323,Big Data Stacks
16324,data modeling
16325,Snowflake
16326,problem-solving
16327,collaborative partnerships
16328,mentor team members
16329,tolerant cloud systems
16330,cloud-based data pipeline development
16331,S3
16332,Redshift
16333,Kinesis
16334,Databricks
16335,Databricks
16336,Data FactoryGCP
16337,DataFlow
16338,GCS
16339,BigQuery
16340,Dataproc
16341,Cloud Composer
16342,Python
16343,Big Data Stacks
16344,data modeling
16345,Snowflake
16346,problem-solving
16347,collaborative partnerships
16348,mentor team members
16349,tolerant cloud systems
16350,cloud-based data pipeline development
16351,S3
16352,Redshift
16353,Kinesis
16354,Databricks
16355,Databricks
16356,Data FactoryGCP
16357,DataFlow
16358,GCS
16359,BigQuery
16360,Dataproc
16361,Cloud Composer
16362,Python
16363,Big Data Stacks
16364,data modeling
16365,Snowflake
16366,problem-solving
16367,collaborative partnerships
16368,mentor team members
16369,tolerant cloud systems
16370,cloud-based data pipeline development
16371,S3
16372,Redshift
16373,Kinesis
16374,Databricks
16375,Databricks
16376,Data FactoryGCP
16377,DataFlow
16378,GCS
16379,BigQuery
16380,Dataproc
16381,Cloud Composer
16382,Python
16383,Big Data Stacks
16384,data modeling
16385,Snowflake
16386,problem-solving
16387,collaborative partnerships
16388,mentor team members
16389,tolerant cloud systems
16390,cloud-based data pipeline development
16391,S3
16392,Redshift
16393,Kinesis
16394,Databricks
16395,Databricks
16396,Data FactoryGCP
16397,DataFlow
16398,GCS
16399,BigQuery
16400,Dataproc
16401,Cloud Composer
16402,Python
16403,Big Data Stacks
16404,data modeling
16405,Snowflake
16406,problem-solving
16407,SDLC
16408,BS degree
16409,interfacesConcurrency
16410,Oracle
16411,testingClean
16412,troubleshooting
16413,stakeholders
16414,Kafka
16415,JMS
16416,MIS
16417,varied political environments
16418,collaborative partnerships
16419,mentor team members
16420,tolerant cloud systems
16421,cloud-based data pipeline development
16422,S3
16423,Redshift
16424,Kinesis
16425,Databricks
16426,Databricks
16427,Data FactoryGCP
16428,DataFlow
16429,GCS
16430,BigQuery
16431,Dataproc
16432,Cloud Composer
16433,Python
16434,Big Data Stacks
16435,data modeling
16436,Snowflake
16437,problem-solving
16438,collaborative partnerships
16439,mentor team members
16440,tolerant cloud systems
16441,cloud-based data pipeline development
16442,S3
16443,Redshift
16444,Kinesis
16445,Databricks
16446,Databricks
16447,Data FactoryGCP
16448,DataFlow
16449,GCS
16450,BigQuery
16451,Dataproc
16452,Cloud Composer
16453,Python
16454,Big Data Stacks
16455,data modeling
16456,Snowflake
16457,problem-solving
16458,the status quo
16459,Teamwork
16460,"a positive, collaborative environment"
16461,Typescript
16462,CSS3
16463,preferably Scrum
16464,Proficiency
16465,RxJS
16466,Microservices
16467,APIs
16468,WebSockets
16469,complex highly reliable and scalable production systems
16470,Familiarity
16471,Bachelor’s Degree
16472,APIs
16473,Node
16474,JS - features
16475,Smartwatch
16476,APIs
16477,BS degree
16478,Node.jsExperience
16479,node.js framworks
16480,interfacesConcurrency
16481,PostgreSQL
16482,Oracle
16483,testingClean
16484,Typescript
16485,Kafka
16486,JMS
16487,scalable and flexible B2C & B2B digital commerce architectures
16488,system/business analysts
16489,the Software Development Lifecycle
16490,Fluent English
16491,platformEndeca
16492,SOLR
16493,Adobe AEM
16494,hosted payment pages
16495,tokenizationExtension
16496,-
16497,promotions
16498,WCMS
16499,EhCache
16500,Oracle CoherenceVarious
16501,Bazaarvoice
16502,etcJIRA
16503,Confluence
16504,Excellent problem- solving skills
16505,collaborative partnerships
16506,mentor team members
16507,debugging
16508,data modeling
16509,tolerant systems
16510,problem-solving
16511,Data-oriented personality
16512,GDPR
16513,HIPAA
16514,IoT Data Platform architectures
16515,Containers and Resource Management systems
16516,Docker
16517,Yarn
16518,English proficiency
16519,Python
16520,BashBig Data stack
16521,HDFS
16522,Hive
16523,Kafka
16524,Sqoop
16525,ZookeperNoSQL
16526,Cassandra/ Hbase
16527,Kafka Streams
16528,Flink
16529,MQTT
16530,Tableau
16531,QlikViewETL
16532,Pentaho
16533,Talend
16534,Apache Oozie
16535,Airflow
16536,NiFi
16537,StreamsetsOperation
16538,Solr
16539,Elasticsearch/ELKInMemory
16540,Ignite
16541,RedisSolid Cloud experience
16542,Compute
16543,RDBMS
16544,Cubes
16545,Queues
16546,Serverless
16547,ML
16548,SageMaker
16549,Tensorflow)Enterprise Design Patterns
16550,ORM
16551,Inversion
16552,Component/ Integration Testing
16553,stored procedures
16554,relational schemas
16555,various messaging systems
16556,Kafka
16557,ZeroMQ/ RabbitMQRest
16558,Thrift
16559,GRPC
16560,SOAPBuild Systems
16561,Maven
16562,SBT
16563,Ant
16564,GradleDocker
16565,Yarn
16566,Mesos
16567,the entire software development lifecycle
16568,SDLC
16569,frontend
16570,preferably Angular
16571,Typescript
16572,CSS3
16573,preferably Scrum
16574,preferably a Bachelor's Degree
16575,Angular (Angular 2+
16576,preferably Angular 8)
16577,Proficiency
16578,Node.js
16579,RxJS
16580,TypeScript
16581,microservices
16582,APIs
16583,websockets
16584,Proficiency
16585,Selenium
16586,Protractor
16587,troubleshooting
16588,stakeholders
16589,collaborative partnerships
16590,Data Architects
16591,Data Technology Consultants
16592,prem
16593,structured and unstructured data
16594,both batch & streaming methods
16595,-
16596,greater scalability
16597,optimal extraction
16598,premise and cloud architectures
16599,stakeholders
16600,Databricks
16601,cloud-based data pipeline development
16602,Python
16603,data cataloging
16604,message queuing
16605,Python
16606,Node.js
16607,Compute
16608,Queues
16609,Serverless
16610,ML
16611,an active participant
16612,the software development lifecycle
16613,SDLC
16614,system configuration
16615,ongoing issue identification
16616,certifications
16617,BS degree
16618,flux
16619,ReduxAngularJSRxJSVirtual
16620,the SDLCUnit testing
16621,an agile development model
16622,deadlines
16623,a timely manner
16624,various offerings
16625,S3
16626,Aurora
16627,Familiarity
16628,Jenkins
16629,.
16630,presentations
16631,GraphQL
16632,Python
16633,Kafka
16634,SDLC
16635,BS degree
16636,flux
16637,ReduxKnowledge
16638,MVVM
16639,Adaptive
16640,testingClean
16641,troubleshooting
16642,stakeholders
16643,data analysts
16644,client-side and server-side architecture
16645,BS degree
16646,CSS3
16647,Typescript
16648,Angular
16649,a SCRUM team
16650,Node
16651,deadlines
16652,a timely manner
16653,BS degree
16654,various offerings
16655,S3
16656,Aurora
16657,Familiarity
16658,Jenkins
16659,.
16660,presentations
16661,GraphQL
16662,Python
16663,Kafka
16664,an active participant
16665,the software development lifecycle
16666,SDLC
16667,system configuration
16668,ongoing issue identification
16669,certifications
16670,BS degree
16671,APICI
16672,the SDLCUnit TestingDatabases
16673,Oracle
16674,an agile development model
16675,Jenkins
16676,regression testing
16677,troubleshooting
16678,REST APIs
16679,SOAPUI
16680,Groovy Scripting
16681,acceptance criteria
16682,Strong analytical skills
16683,regression testing
16684,robustness
16685,usability
16686,estimation
16687,minimal supervision
16688,BS degree
16689,Flask/Django
16690,An acquaintance
16691,GPFS
16692,Ansible
16693,Ganglia
16694,Grafana
16695,ELK
16696,Docker
16697,NFS/SAMBA/GPFS/Lustre
16698,Foreman
16699,Jenkins
16700,RedHat Satellite
16701,Strong Troubleshooting
16702,backend reactive programming languages
16703,lightweight reactive microservices
16704,Vert.x
16705,Quarkus
16706,Micronaut
16707,Kafka
16708,webhooks
16709,PostgreSQL
16710,an individual contributor
16711,FinTech
16712,service continuity
16713,coding standard and other software development best practices
16714,stakeholders
16715,Enablement
16716,critical dependencies
16717,Bachelor's Degree
16718,APIs
16719,J2EE
16720,Spring Batch
16721,Jenkins
16722,SQLNice
16723,JMS/MQ
16724,JPA
16725,Splunk/Dynatrace
16726,the status quo
16727,Teamwork
16728,"a positive, collaborative environment"
16729,BS degree
16730,Typescript
16731,preferably ScrumProficiency
16732,RxJS
16733,Microservices
16734,APIs
16735,WebSockets
16736,optimizing
16737,Mainframe/Backend Systems - Knowledge
16738,UFT
16739,REST APIs
16740,Selenium
16741,SmartBear
16742,regression testing
16743,troubleshooting
16744,UFT
16745,Bachelor's Degree
16746,Selenium
16747,Serenity
16748,Maven
16749,acceptance criteria
16750,regression testing
16751,B2
16752,higherClient
16753,smart contract security audit team
16754,Smart Contract security audits
16755,ERC-721
16756,ERC1155
16757,L2 networks
16758,Polygon
16759,Slither
16760,Echidna
16761,Mythril
16762,SDLC
16763,BS degree
16764,flux
16765,ReduxKnowledge
16766,MVVM
16767,Adaptive
16768,testingClean
16769,troubleshooting
16770,stakeholders
16771,the HW team
16772,HW bring-up
16773,runtime diagnostics
16774,Python
16775,chipset architectures
16776,various OS environments
16777,RTOS
16778,PCIe
16779,IIC
16780,SPI
16781,Strong interpersonal skills
16782,your sleeves
16783,Familiarity
16784,objective oriented programming (OOP) design principles
16785,verilog
16786,RTL
16787,accelerators
16788,GPUs
16789,FPGAs
16790,Familiarity
16791,a Deep Learning frameworks
16792,e.g. Pytorch
16793,Tensorflow
16794,creative and ground-breaking software frameworks
16795,Amgen
16796,grievous illnesses
16797,stakeholders
16798,Amgen
16799,Bachelor’s degree
16800,High School / GED
16801,proficiency
16802,Python
16803,Familiarity
16804,bioinformatics
16805,cheminformatics
16806,analytical skills
16807,modern coding methodologies
16808,mentorship
16809,the utilization
16810,specifications
16811,emerging trends
16812,Liaise
16813,stakeholders
16814,a relevant computer systems/technology application development discipline
16815,PowerShell
16816,presentations
16817,Hands-on 1hour series
16818,continuous improvements
16819,APQP
16820,FMEA
16821,prototype builds
16822,prototype shipments
16823,prototype shipments
16824,NCE-Prototype
16825,prototype shipment
16826,the root cause investigations
16827,the containments
16828,corrective/preventive actions
16829,8D methodology
16830,corrective actions
16831,scrap
16832,8D
16833,PFMEA
16834,Thorough understanding
16835,interpersonal skills
16836,TD
16837,business segment CIO technology areas
16838,prioritization
16839,packaging
16840,a timely manner
16841,stakeholders
16842,prompt
16843,effective and defect-free support
16844,"e.g. functional, security, integration, performance, quality, operations"
16845,-
16846,communicator
16847,tracker
16848,escalator
16849,RFI/RFP
16850,SLAs
16851,Undergraduate Degree
16852,Adeptness
16853,upgrading
16854,-
16855,ordination
16856,appropriate stakeholders
16857,highly complex troubleshooting/problem resolution
16858,highly complex and/or comprehensive applications/systems
16859,targeted and controlled remediation plans
16860,Readiness
16861,specialization
16862,Willingness
16863,TD services
16864,abreast
16865,Skillsets Required
16866,one or more ServiceNow Platform areas
16867,Microsoft Azure
16868,microservices
16869,5G RAN
16870,OAM
16871,all software verification / integration
16872,third-party partnerships
16873,3GPP
16874,specifications
16875,4G
16876,5G networks
16877,real network deployments
16878,eNodeB/gNodeB Software
16879,IPv4
16880,", IPSec"
16881,DHCP
16882,SCTP
16883,PTP
16884,Familiarity
16885,encryption
16886,Fronthaul
16887,Midhaul
16888,Backhaul
16889,5G RAN
16890,5G RAN
16891,OAM
16892,all software verification / integration
16893,third-party partnerships
16894,3GPP
16895,specifications
16896,4G
16897,5G networks
16898,real network deployments
16899,eNodeB/gNodeB Software
16900,IPv4
16901,", IPSec"
16902,DHCP
16903,SCTP
16904,PTP
16905,Familiarity
16906,encryption
16907,Fronthaul
16908,Midhaul
16909,Backhaul
16910,5G RAN
16911,defects
16912,a timely manner
16913,a scrum team
16914,CI
16915,completeness
16916,a collaborative team environment
16917,the scrum team
16918,the deliverables
16919,4G
16920,5G
16921,3GPP
16922,ORAN
16923,microservice architectures
16924,strong partnerships
16925,containerized and serverless microservices
16926,Docker
16927,Kinesis
16928,Snowflake
16929,various initiatives
16930,stakeholders
16931, BS/MS
16932,building backend data services
16933,APIs
16934,microservices
16935, Experience building high scale Event-Driven Architecture
16936, AWS services
16937,Aurora
16938,"RDS, S3"
16939,Fargate
16940, High proficiency
16941,TypeScript
16942,AWS technologies
16943,clustering
16944,Data Analysis/Data Cleaning/Feature Engineering/Modelling/Testing/Validation
16945, Optimize system resources
16946,warping
16947,algorithm teams
16948,SPI
16949,UART
16950,Ethernet
16951,3rd party middleware
16952,constrained environments
16953,debugging skills
16954,RTOS environments
16955,threading
16956,Python
16957,Perl
16958,Board Software Packages
16959,BSPs
16960,I2C
16961,UART
16962,OpenVG
16963,OpenGL
16964, AUTOSAR system development experience
16965,hashing
16966,encryption algorithms
16967, Coordinate
16968,incoming requirements
16969,a backlog
16970,AZ-203
16971,AZ-400
16972,Jenkins
16973,the Atlassian Stack (JIRA
16974,Confluence
16975,PowerShell
16976,a bachelor’s degree
16977,public cloud platforms
16978,Scala
16979,occasionally Ruby
16980,JVM
16981, Bachelor's degree
16982, Python
16983,Postgres
16984,your local and broader practice
16985,rollout
16986,bottlenecks
16987,Swift/Objective-C.
16988,operating system API
16989,updating
16990,common mobile application architecture patterns
16991,MVVM
16992,MVP
16993,dependency injection
16994,(RxSwift
16995,Flutter
16996,Experience consuming web services
16997,a Bachelor’s degree
16998, Coordinate
16999,incoming requirements
17000,a backlog
17001,AZ-203
17002,AZ-400
17003,Jenkins
17004,the Atlassian Stack (JIRA
17005,Confluence
17006,PowerShell
17007,a bachelor’s degree
17008,your local and broader practice
17009,operating system API
17010,updating
17011,dependency injection
17012,RxJava
17013,Flutter
17014,Experience consuming web services
17015,a bachelor’s degree
17016,your local and broader practice
17017,operating system API
17018,updating
17019,dependency injection
17020,RxJava
17021,Flutter
17022,Experience consuming web services
